date	subject	eventType	object
1978-02-02T00:00:00.000	Kosmos_929	DEPARTS	LEO
1978-02-02T00:00:00.000	Kosmos_929	ARRIVES	Sub_Orbital
1978-02-02T00:00:00.000	Kosmos_929	ENDS	
1978-03-02T00:00:00.000	Soyuz_28_Spacecraft	SUPPORTS	Soyuz_28
1978-03-02T00:00:00.000	Vladim%C3%ADr_Remek	JOINS	Soyuz_28
1978-03-02T00:00:00.000	Aleksey_Gubarev	JOINS	Soyuz_28
1978-03-02T00:00:00.000	Soyuz_28	DEPARTS	Earth
1978-03-02T00:00:00.000	Soyuz_28	ARRIVES	LEO
1978-03-02T00:00:00.000	Soyuz_28_Spacecraft	SUPPORTS	Salyut_6
1978-03-02T00:00:00.000	Vladim%C3%ADr_Remek	JOINS	Salyut_6
1978-03-02T00:00:00.000	Aleksey_Gubarev	JOINS	Salyut_6
1978-03-10T00:00:00.000	Soyuz_28_Spacecraft	SUPPORTS	Soyuz_28
1978-03-10T00:00:00.000	Vladim%C3%ADr_Remek	JOINS	Soyuz_28
1978-03-10T00:00:00.000	Aleksey_Gubarev	JOINS	Soyuz_28
1978-03-10T00:00:00.000	Soyuz_28	DEPARTS	LEO
1978-03-10T00:00:00.000	Soyuz_28	ARRIVES	Earth
1978-03-16T00:00:00.000	Soyuz_27_Spacecraft	SUPPORTS	Soyuz_27
1978-03-16T00:00:00.000	Yuri_Romanenko	JOINS	Soyuz_27
1978-03-16T00:00:00.000	Georgy_Grechko	JOINS	Soyuz_27
1978-03-16T00:00:00.000	Soyuz_27	DEPARTS	LEO
1978-03-16T00:00:00.000	Soyuz_27	ARRIVES	Earth
1978-03-30T00:00:00.000	Kosmos_998	ARRIVES	LEO
1978-03-30T00:00:00.000	VA 102L	SUPPORTS	Kosmos_997
1978-03-30T00:00:00.000	VA 102P	SUPPORTS	Kosmos_997
1978-03-30T00:00:00.000	Kosmos_997	DEPARTS	Earth
1978-03-30T00:00:00.000	Kosmos_997	ARRIVES	LEO
1978-03-30T00:00:00.000	VA 102P	SUPPORTS	Kosmos_998
1978-03-30T00:00:00.000	Kosmos_997	DEPARTS	LEO
1978-03-30T00:00:00.000	Kosmos_997	ARRIVES	Earth
1978-03-30T00:00:00.000	Kosmos_998	DEPARTS	LEO
1978-03-30T00:00:00.000	Kosmos_998	ARRIVES	Earth
1978-06-15T00:00:00.000	Soyuz_29_Spacecraft	SUPPORTS	Soyuz_29
1978-06-15T00:00:00.000	Vladimir_Kovalyonok	JOINS	Soyuz_29
1978-06-15T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Soyuz_29
1978-06-15T00:00:00.000	Soyuz_29	DEPARTS	Earth
1978-06-15T00:00:00.000	Soyuz_29	ARRIVES	LEO
1978-06-15T00:00:00.000	Soyuz_29_Spacecraft	SUPPORTS	Salyut_6
1978-06-15T00:00:00.000	Vladimir_Kovalyonok	JOINS	Salyut_6
1978-06-15T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Salyut_6
1978-06-27T00:00:00.000	Soyuz_30_Spacecraft	SUPPORTS	Soyuz_30
1978-06-27T00:00:00.000	Pyotr_Klimuk	JOINS	Soyuz_30
1978-06-27T00:00:00.000	Miros%C5%82aw_Hermaszewski	JOINS	Soyuz_30
1978-06-27T00:00:00.000	Soyuz_30	DEPARTS	Earth
1978-06-27T00:00:00.000	Soyuz_30	ARRIVES	LEO
1978-06-27T00:00:00.000	Soyuz_30_Spacecraft	SUPPORTS	Salyut_6
1978-06-27T00:00:00.000	Pyotr_Klimuk	JOINS	Salyut_6
1978-06-27T00:00:00.000	Miros%C5%82aw_Hermaszewski	JOINS	Salyut_6
1978-07-05T00:00:00.000	Soyuz_30_Spacecraft	SUPPORTS	Soyuz_30
1978-07-05T00:00:00.000	Pyotr_Klimuk	JOINS	Soyuz_30
1978-07-05T00:00:00.000	Miros%C5%82aw_Hermaszewski	JOINS	Soyuz_30
1978-07-05T00:00:00.000	Soyuz_30	DEPARTS	LEO
1978-07-05T00:00:00.000	Soyuz_30	ARRIVES	Earth
1978-08-26T00:00:00.000	Soyuz_31_Spacecraft	SUPPORTS	Soyuz_31
1978-08-26T00:00:00.000	Valery_Bykovsky	JOINS	Soyuz_31
1978-08-26T00:00:00.000	Sigmund_J%C3%A4hn	JOINS	Soyuz_31
1978-08-26T00:00:00.000	Soyuz_31	DEPARTS	Earth
1978-08-26T00:00:00.000	Soyuz_31	ARRIVES	LEO
1978-08-26T00:00:00.000	Soyuz_31_Spacecraft	SUPPORTS	Salyut_6
1978-08-26T00:00:00.000	Valery_Bykovsky	JOINS	Salyut_6
1978-08-26T00:00:00.000	Sigmund_J%C3%A4hn	JOINS	Salyut_6
1978-09-03T00:00:00.000	Soyuz_29_Spacecraft	SUPPORTS	Soyuz_29
1978-09-03T00:00:00.000	Valery_Bykovsky	JOINS	Soyuz_29
1978-09-03T00:00:00.000	Sigmund_J%C3%A4hn	JOINS	Soyuz_29
1978-09-03T00:00:00.000	Soyuz_29	DEPARTS	LEO
1978-09-03T00:00:00.000	Soyuz_29	ARRIVES	Earth
1978-11-02T00:00:00.000	Soyuz_31_Spacecraft	SUPPORTS	Soyuz_31
1978-11-02T00:00:00.000	Vladimir_Kovalyonok	JOINS	Soyuz_31
1978-11-02T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Soyuz_31
1978-11-02T00:00:00.000	Soyuz_31	DEPARTS	LEO
1978-11-02T00:00:00.000	Soyuz_31	ARRIVES	Earth
1979-02-25T00:00:00.000	Soyuz_32_Spacecraft	SUPPORTS	Soyuz_32
1979-02-25T00:00:00.000	Vladimir_Lyakhov	JOINS	Soyuz_32
1979-02-25T00:00:00.000	Valeri_Ryumin	JOINS	Soyuz_32
1979-02-25T00:00:00.000	Soyuz_32	DEPARTS	Earth
1979-02-25T00:00:00.000	Soyuz_32	ARRIVES	LEO
1979-02-25T00:00:00.000	Soyuz_32_Spacecraft	SUPPORTS	Salyut_6
1979-02-25T00:00:00.000	Vladimir_Lyakhov	JOINS	Salyut_6
1979-02-25T00:00:00.000	Valeri_Ryumin	JOINS	Salyut_6
1979-04-10T00:00:00.000	Soyuz_33_Spacecraft	SUPPORTS	Soyuz_33
1979-04-10T00:00:00.000	Nikolay_Rukavishnikov	JOINS	Soyuz_33
1979-04-10T00:00:00.000	Georgi_Ivanov_(cosmonaut)	JOINS	Soyuz_33
1979-04-10T00:00:00.000	Soyuz_33	DEPARTS	Earth
1979-04-10T00:00:00.000	Soyuz_33	ARRIVES	LEO
1979-04-12T00:00:00.000	Soyuz_33	DEPARTS	LEO
1979-04-12T00:00:00.000	Soyuz_33	ARRIVES	Earth
1979-05-22T00:00:00.000	Kosmos_1101	ARRIVES	LEO
1979-05-22T00:00:00.000	VA 102L	SUPPORTS	Kosmos_1100
1979-05-22T00:00:00.000	VA 102P	SUPPORTS	Kosmos_1100
1979-05-22T00:00:00.000	Kosmos_1100	DEPARTS	Earth
1979-05-22T00:00:00.000	Kosmos_1100	ARRIVES	LEO
1979-05-22T00:00:00.000	VA 102P	SUPPORTS	Kosmos_1101
1979-05-22T00:00:00.000	Kosmos_1100	DEPARTS	LEO
1979-05-22T00:00:00.000	Kosmos_1100	ARRIVES	Earth
1979-05-22T00:00:00.000	Kosmos_1101	DEPARTS	LEO
1979-05-22T00:00:00.000	Kosmos_1101	ARRIVES	Earth
1979-06-06T00:00:00.000	Soyuz_34_Spacecraft	SUPPORTS	Soyuz_34
1979-06-06T00:00:00.000	Soyuz_34	DEPARTS	Earth
1979-06-06T00:00:00.000	Soyuz_34	ARRIVES	LEO
1979-06-09T00:00:00.000	Soyuz_34_Spacecraft	SUPPORTS	Salyut_6
1979-06-13T00:00:00.000	Soyuz_32_Spacecraft	SUPPORTS	Soyuz_32
1979-06-13T00:00:00.000	Soyuz_32	DEPARTS	LEO
1979-06-13T00:00:00.000	Soyuz_32	ARRIVES	Earth
1979-07-11T00:00:00.000	Skylab	DEPARTS	LEO
1979-07-11T00:00:00.000	Skylab	ARRIVES	Sub_Orbital
1979-07-11T00:00:00.000	Skylab	ENDS	
1979-08-19T00:00:00.000	Soyuz_34_Spacecraft	SUPPORTS	Soyuz_34
1979-08-19T00:00:00.000	Vladimir_Lyakhov	JOINS	Soyuz_34
1979-08-19T00:00:00.000	Valeri_Ryumin	JOINS	Soyuz_34
1979-08-19T00:00:00.000	Soyuz_34	DEPARTS	LEO
1979-08-19T00:00:00.000	Soyuz_34	ARRIVES	Earth
1980-04-09T00:00:00.000	Soyuz_35_Spacecraft	SUPPORTS	Soyuz_35
1980-04-09T00:00:00.000	Valeri_Ryumin	JOINS	Soyuz_35
1980-04-09T00:00:00.000	Leonid_Popov	JOINS	Soyuz_35
1980-04-09T00:00:00.000	Soyuz_35	DEPARTS	Earth
1980-04-09T00:00:00.000	Soyuz_35	ARRIVES	LEO
1980-04-09T00:00:00.000	Soyuz_35_Spacecraft	SUPPORTS	Salyut_6
1980-04-09T00:00:00.000	Valeri_Ryumin	JOINS	Salyut_6
1980-04-09T00:00:00.000	Leonid_Popov	JOINS	Salyut_6
1980-05-26T00:00:00.000	Soyuz_36_Spacecraft	SUPPORTS	Soyuz_36
1980-05-26T00:00:00.000	Valeri_Kubasov	JOINS	Soyuz_36
1980-05-26T00:00:00.000	Bertalan_Farkas	JOINS	Soyuz_36
1980-05-26T00:00:00.000	Soyuz_36	DEPARTS	Earth
1980-05-26T00:00:00.000	Soyuz_36	ARRIVES	LEO
1980-05-26T00:00:00.000	Soyuz_36_Spacecraft	SUPPORTS	Salyut_6
1980-05-26T00:00:00.000	Valeri_Kubasov	JOINS	Salyut_6
1980-05-26T00:00:00.000	Bertalan_Farkas	JOINS	Salyut_6
1980-06-03T00:00:00.000	Soyuz_35_Spacecraft	SUPPORTS	Soyuz_35
1980-06-03T00:00:00.000	Valeri_Kubasov	JOINS	Soyuz_35
1980-06-03T00:00:00.000	Bertalan_Farkas	JOINS	Soyuz_35
1980-06-03T00:00:00.000	Soyuz_35	DEPARTS	LEO
1980-06-03T00:00:00.000	Soyuz_35	ARRIVES	Earth
1980-06-05T00:00:00.000	Soyuz_T-2_Spacecraft	SUPPORTS	Soyuz_T-2
1980-06-05T00:00:00.000	Yury_Malyshev_(cosmonaut)	JOINS	Soyuz_T-2
1980-06-05T00:00:00.000	Vladimir_Aksyonov	JOINS	Soyuz_T-2
1980-06-05T00:00:00.000	Soyuz_T-2	DEPARTS	Earth
1980-06-05T00:00:00.000	Soyuz_T-2	ARRIVES	LEO
1980-06-05T00:00:00.000	Soyuz_T-2_Spacecraft	SUPPORTS	Salyut_6
1980-06-05T00:00:00.000	Yury_Malyshev_(cosmonaut)	JOINS	Salyut_6
1980-06-05T00:00:00.000	Vladimir_Aksyonov	JOINS	Salyut_6
1980-06-09T00:00:00.000	Soyuz_T-2_Spacecraft	SUPPORTS	Soyuz_T-2
1980-06-09T00:00:00.000	Yury_Malyshev_(cosmonaut)	JOINS	Soyuz_T-2
1980-06-09T00:00:00.000	Vladimir_Aksyonov	JOINS	Soyuz_T-2
1980-06-09T00:00:00.000	Soyuz_T-2	DEPARTS	LEO
1980-06-09T00:00:00.000	Soyuz_T-2	ARRIVES	Earth
1980-07-23T00:00:00.000	Soyuz_37_Spacecraft	SUPPORTS	Soyuz_37
1980-07-23T00:00:00.000	Viktor_Gorbatko	JOINS	Soyuz_37
1980-07-23T00:00:00.000	Pham_Tu%C3%A2n	JOINS	Soyuz_37
1980-07-23T00:00:00.000	Soyuz_37	DEPARTS	Earth
1980-07-23T00:00:00.000	Soyuz_37	ARRIVES	LEO
1980-07-23T00:00:00.000	Soyuz_37_Spacecraft	SUPPORTS	Salyut_6
1980-07-23T00:00:00.000	Viktor_Gorbatko	JOINS	Salyut_6
1980-07-23T00:00:00.000	Pham_Tu%C3%A2n	JOINS	Salyut_6
1980-07-31T00:00:00.000	Soyuz_36_Spacecraft	SUPPORTS	Soyuz_36
1980-07-31T00:00:00.000	Viktor_Gorbatko	JOINS	Soyuz_36
1980-07-31T00:00:00.000	Pham_Tu%C3%A2n	JOINS	Soyuz_36
1980-07-31T00:00:00.000	Soyuz_36	DEPARTS	LEO
1980-07-31T00:00:00.000	Soyuz_36	ARRIVES	Earth
1980-09-18T00:00:00.000	Soyuz_38_Spacecraft	SUPPORTS	Soyuz_38
1980-09-18T00:00:00.000	Yuri_Romanenko	JOINS	Soyuz_38
1980-09-18T00:00:00.000	Arnaldo_Tamayo-Mendez	JOINS	Soyuz_38
1980-09-18T00:00:00.000	Soyuz_38	DEPARTS	Earth
1980-09-18T00:00:00.000	Soyuz_38	ARRIVES	LEO
1980-09-18T00:00:00.000	Soyuz_38_Spacecraft	SUPPORTS	Salyut_6
1980-09-18T00:00:00.000	Yuri_Romanenko	JOINS	Salyut_6
1980-09-18T00:00:00.000	Arnaldo_Tamayo-Mendez	JOINS	Salyut_6
1980-09-26T00:00:00.000	Soyuz_38_Spacecraft	SUPPORTS	Soyuz_38
1980-09-26T00:00:00.000	Yuri_Romanenko	JOINS	Soyuz_38
1980-09-26T00:00:00.000	Arnaldo_Tamayo-Mendez	JOINS	Soyuz_38
1980-09-26T00:00:00.000	Soyuz_38	DEPARTS	LEO
1980-09-26T00:00:00.000	Soyuz_38	ARRIVES	Earth
1980-10-11T00:00:00.000	Soyuz_37_Spacecraft	SUPPORTS	Soyuz_37
1980-10-11T00:00:00.000	Valeri_Ryumin	JOINS	Soyuz_37
1980-10-11T00:00:00.000	Leonid_Popov	JOINS	Soyuz_37
1980-10-11T00:00:00.000	Soyuz_37	DEPARTS	LEO
1980-10-11T00:00:00.000	Soyuz_37	ARRIVES	Earth
1980-11-27T00:00:00.000	Soyuz_T-3_Spacecraft	SUPPORTS	Soyuz_T-3
1980-11-27T00:00:00.000	Oleg_Grigoryevich_Makarov	JOINS	Soyuz_T-3
1980-11-27T00:00:00.000	Leonid_Kizim	JOINS	Soyuz_T-3
1980-11-27T00:00:00.000	Gennadi_Strekalov	JOINS	Soyuz_T-3
1980-11-27T00:00:00.000	Soyuz_T-3	DEPARTS	Earth
1980-11-27T00:00:00.000	Soyuz_T-3	ARRIVES	LEO
1980-11-27T00:00:00.000	Soyuz_T-3_Spacecraft	SUPPORTS	Salyut_6
1980-11-27T00:00:00.000	Oleg_Grigoryevich_Makarov	JOINS	Salyut_6
1980-11-27T00:00:00.000	Leonid_Kizim	JOINS	Salyut_6
1980-11-27T00:00:00.000	Gennadi_Strekalov	JOINS	Salyut_6
1980-12-10T00:00:00.000	Soyuz_T-3_Spacecraft	SUPPORTS	Soyuz_T-3
1980-12-10T00:00:00.000	Oleg_Grigoryevich_Makarov	JOINS	Soyuz_T-3
1980-12-10T00:00:00.000	Leonid_Kizim	JOINS	Soyuz_T-3
1980-12-10T00:00:00.000	Gennadi_Strekalov	JOINS	Soyuz_T-3
1980-12-10T00:00:00.000	Soyuz_T-3	DEPARTS	LEO
1980-12-10T00:00:00.000	Soyuz_T-3	ARRIVES	Earth
1981-03-13T00:00:00.000	Soyuz_T-4_Spacecraft	SUPPORTS	Soyuz_T-4
1981-03-13T00:00:00.000	Vladimir_Kovalyonok	JOINS	Soyuz_T-4
1981-03-13T00:00:00.000	Viktor_Savinykh	JOINS	Soyuz_T-4
1981-03-13T00:00:00.000	Soyuz_T-4	DEPARTS	Earth
1981-03-13T00:00:00.000	Soyuz_T-4	ARRIVES	LEO
1981-03-13T00:00:00.000	Soyuz_T-4_Spacecraft	SUPPORTS	Salyut_6
1981-03-13T00:00:00.000	Vladimir_Kovalyonok	JOINS	Salyut_6
1981-03-13T00:00:00.000	Viktor_Savinykh	JOINS	Salyut_6
1981-03-22T00:00:00.000	Soyuz_39_Spacecraft	SUPPORTS	Soyuz_39
1981-03-22T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Soyuz_39
1981-03-22T00:00:00.000	J%C3%BCgderdemidiin_G%C3%BCrragchaa	JOINS	Soyuz_39
1981-03-22T00:00:00.000	Soyuz_39	DEPARTS	Earth
1981-03-22T00:00:00.000	Soyuz_39	ARRIVES	LEO
1981-03-22T00:00:00.000	Soyuz_39_Spacecraft	SUPPORTS	Salyut_6
1981-03-22T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Salyut_6
1981-03-22T00:00:00.000	J%C3%BCgderdemidiin_G%C3%BCrragchaa	JOINS	Salyut_6
1981-03-29T00:00:00.000	Soyuz_39_Spacecraft	SUPPORTS	Soyuz_39
1981-03-29T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Soyuz_39
1981-03-29T00:00:00.000	J%C3%BCgderdemidiin_G%C3%BCrragchaa	JOINS	Soyuz_39
1981-03-29T00:00:00.000	Soyuz_39	DEPARTS	LEO
1981-03-29T00:00:00.000	Soyuz_39	ARRIVES	Earth
1981-04-12T00:00:00.000	Space_Shuttle_Columbia	SUPPORTS	STS-1
1981-04-12T00:00:00.000	Robert_L._Crippen	JOINS	STS-1
1981-04-12T00:00:00.000	John_Young_(astronaut)	JOINS	STS-1
1981-04-12T00:00:00.000	STS-1	DEPARTS	Earth
1981-04-12T00:00:00.000	STS-1	ARRIVES	LEO
1981-04-14T00:00:00.000	STS-1	DEPARTS	LEO
1981-04-14T00:00:00.000	STS-1	ARRIVES	Earth
1981-04-25T00:00:00.000	FGB-2	SUPPORTS	Kosmos_1267
1981-04-25T00:00:00.000	VA 0103/3	SUPPORTS	Kosmos_1267
1981-04-25T00:00:00.000	Kosmos_1267	DEPARTS	Earth
1981-04-25T00:00:00.000	Kosmos_1267	ARRIVES	LEO
1981-05-14T00:00:00.000	Soyuz_40_Spacecraft	SUPPORTS	Soyuz_40
1981-05-14T00:00:00.000	Leonid_Popov	JOINS	Soyuz_40
1981-05-14T00:00:00.000	Dumitru_Prunariu	JOINS	Soyuz_40
1981-05-14T00:00:00.000	Soyuz_40	DEPARTS	Earth
1981-05-14T00:00:00.000	Soyuz_40	ARRIVES	LEO
1981-05-14T00:00:00.000	Soyuz_40_Spacecraft	SUPPORTS	Salyut_6
1981-05-14T00:00:00.000	Leonid_Popov	JOINS	Salyut_6
1981-05-14T00:00:00.000	Dumitru_Prunariu	JOINS	Salyut_6
1981-05-22T00:00:00.000	Soyuz_40_Spacecraft	SUPPORTS	Soyuz_40
1981-05-22T00:00:00.000	Leonid_Popov	JOINS	Soyuz_40
1981-05-22T00:00:00.000	Dumitru_Prunariu	JOINS	Soyuz_40
1981-05-22T00:00:00.000	Soyuz_40	DEPARTS	LEO
1981-05-22T00:00:00.000	Soyuz_40	ARRIVES	Earth
1981-05-24T00:00:00.000	Kosmos_1267 VA	ARRIVES	LEO
1981-05-24T00:00:00.000	VA 0103/3	SUPPORTS	Kosmos_1267 VA
1981-05-24T00:00:00.000	Kosmos_1267 VA	DEPARTS	LEO
1981-05-24T00:00:00.000	Kosmos_1267 VA	ARRIVES	Earth
1981-05-26T00:00:00.000	Soyuz_T-4_Spacecraft	SUPPORTS	Soyuz_T-4
1981-05-26T00:00:00.000	Vladimir_Kovalyonok	JOINS	Soyuz_T-4
1981-05-26T00:00:00.000	Viktor_Savinykh	JOINS	Soyuz_T-4
1981-05-26T00:00:00.000	Soyuz_T-4	DEPARTS	LEO
1981-05-26T00:00:00.000	Soyuz_T-4	ARRIVES	Earth
1981-06-19T00:00:00.000	FGB-2	SUPPORTS	Salyut_6
1981-06-19T00:00:00.000	Kosmos_1267	ENDS	
1981-11-12T00:00:00.000	Space_Shuttle_Columbia	SUPPORTS	STS-2
1981-11-12T00:00:00.000	Richard_H._Truly	JOINS	STS-2
1981-11-12T00:00:00.000	Joseph_H._Engle	JOINS	STS-2
1981-11-12T00:00:00.000	STS-2	DEPARTS	Earth
1981-11-12T00:00:00.000	STS-2	ARRIVES	LEO
1981-11-14T00:00:00.000	STS-2	DEPARTS	LEO
1981-11-14T00:00:00.000	STS-2	ARRIVES	Earth
1982-03-22T00:00:00.000	Space_Shuttle_Columbia	SUPPORTS	STS-3
1982-03-22T00:00:00.000	Jack_R._Lousma	JOINS	STS-3
1982-03-22T00:00:00.000	C._Gordon_Fullerton	JOINS	STS-3
1982-03-22T00:00:00.000	STS-3	DEPARTS	Earth
1982-03-22T00:00:00.000	STS-3	ARRIVES	LEO
1982-03-30T00:00:00.000	STS-3	DEPARTS	LEO
1982-03-30T00:00:00.000	STS-3	ARRIVES	Earth
1982-04-19T00:00:00.000	Salyut_7_Space_Station	SUPPORTS	Salyut_7
1982-04-19T00:00:00.000	Salyut_7	DEPARTS	Earth
1982-04-19T00:00:00.000	Salyut_7	ARRIVES	LEO
1982-05-12T00:00:00.000	Soyuz_T-5_Spacecraft	SUPPORTS	Soyuz_T-5
1982-05-12T00:00:00.000	Valentin_Lebedev	JOINS	Soyuz_T-5
1982-05-12T00:00:00.000	Anatoli_Brergovoy	JOINS	Soyuz_T-5
1982-05-12T00:00:00.000	Soyuz_T-5	DEPARTS	Earth
1982-05-12T00:00:00.000	Soyuz_T-5	ARRIVES	LEO
1982-05-12T00:00:00.000	Soyuz_T-5_Spacecraft	SUPPORTS	Salyut_7
1982-05-12T00:00:00.000	Valentin_Lebedev	JOINS	Salyut_7
1982-05-12T00:00:00.000	Anatoli_Brergovoy	JOINS	Salyut_7
1982-06-24T00:00:00.000	Soyuz_T-6_Spacecraft	SUPPORTS	Soyuz_T-6
1982-06-24T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Soyuz_T-6
1982-06-24T00:00:00.000	Jean-Loup_Chr%C3%A9tien	JOINS	Soyuz_T-6
1982-06-24T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Soyuz_T-6
1982-06-24T00:00:00.000	Soyuz_T-6	DEPARTS	Earth
1982-06-24T00:00:00.000	Soyuz_T-6	ARRIVES	LEO
1982-06-24T00:00:00.000	Soyuz_T-6_Spacecraft	SUPPORTS	Salyut_7
1982-06-24T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Salyut_7
1982-06-24T00:00:00.000	Jean-Loup_Chr%C3%A9tien	JOINS	Salyut_7
1982-06-24T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Salyut_7
1982-06-27T00:00:00.000	Space_Shuttle_Columbia	SUPPORTS	STS-4
1982-06-27T00:00:00.000	Thomas_K._Mattingly	JOINS	STS-4
1982-06-27T00:00:00.000	Henry_W._Hartsfield	JOINS	STS-4
1982-06-27T00:00:00.000	STS-4	DEPARTS	Earth
1982-06-27T00:00:00.000	STS-4	ARRIVES	LEO
1982-07-02T00:00:00.000	Soyuz_T-6_Spacecraft	SUPPORTS	Soyuz_T-6
1982-07-02T00:00:00.000	Vladimir_Dzhanibekov	JOINS	Soyuz_T-6
1982-07-02T00:00:00.000	Jean-Loup_Chr%C3%A9tien	JOINS	Soyuz_T-6
1982-07-02T00:00:00.000	Aleksandr_Ivanchenkov	JOINS	Soyuz_T-6
1982-07-02T00:00:00.000	Soyuz_T-6	DEPARTS	LEO
1982-07-02T00:00:00.000	Soyuz_T-6	ARRIVES	Earth
1982-07-04T00:00:00.000	STS-4	DEPARTS	LEO
1982-07-04T00:00:00.000	STS-4	ARRIVES	Earth
1982-07-29T00:00:00.000	Salyut_6	DEPARTS	LEO
1982-07-29T00:00:00.000	Salyut_6	ARRIVES	Sub_Orbital
1982-07-29T00:00:00.000	Salyut_6	ENDS	
1982-08-19T00:00:00.000	Soyuz_T-7_Spacecraft	SUPPORTS	Soyuz_T-7
1982-08-19T00:00:00.000	Svetlana_Savitskaya	JOINS	Soyuz_T-7
1982-08-19T00:00:00.000	Leonid_Popov	JOINS	Soyuz_T-7
1982-08-19T00:00:00.000	Aleksandr_Serebrov	JOINS	Soyuz_T-7
1982-08-19T00:00:00.000	Soyuz_T-7	DEPARTS	Earth
1982-08-19T00:00:00.000	Soyuz_T-7	ARRIVES	LEO
1982-08-19T00:00:00.000	Soyuz_T-7_Spacecraft	SUPPORTS	Salyut_7
1982-08-19T00:00:00.000	Svetlana_Savitskaya	JOINS	Salyut_7
1982-08-19T00:00:00.000	Leonid_Popov	JOINS	Salyut_7
1982-08-19T00:00:00.000	Aleksandr_Serebrov	JOINS	Salyut_7
1982-08-27T00:00:00.000	Soyuz_T-5_Spacecraft	SUPPORTS	Soyuz_T-5
1982-08-27T00:00:00.000	Svetlana_Savitskaya	JOINS	Soyuz_T-5
1982-08-27T00:00:00.000	Leonid_Popov	JOINS	Soyuz_T-5
1982-08-27T00:00:00.000	Aleksandr_Serebrov	JOINS	Soyuz_T-5
1982-08-27T00:00:00.000	Soyuz_T-5	DEPARTS	LEO
1982-08-27T00:00:00.000	Soyuz_T-5	ARRIVES	Earth
1982-11-11T00:00:00.000	Space_Shuttle_Columbia	SUPPORTS	STS-5
1982-11-11T00:00:00.000	William_B._Lenoir	JOINS	STS-5
1982-11-11T00:00:00.000	Vance_D._Brand	JOINS	STS-5
1982-11-11T00:00:00.000	Robert_F._Overmyer	JOINS	STS-5
1982-11-11T00:00:00.000	Joseph_P._Allen	JOINS	STS-5
1982-11-11T00:00:00.000	STS-5	DEPARTS	Earth
1982-11-11T00:00:00.000	STS-5	ARRIVES	LEO
1982-11-16T00:00:00.000	STS-5	DEPARTS	LEO
1982-11-16T00:00:00.000	STS-5	ARRIVES	Earth
1982-12-10T00:00:00.000	Soyuz_T-7_Spacecraft	SUPPORTS	Soyuz_T-7
1982-12-10T00:00:00.000	Valentin_Lebedev	JOINS	Soyuz_T-7
1982-12-10T00:00:00.000	Anatoli_Brergovoy	JOINS	Soyuz_T-7
1982-12-10T00:00:00.000	Soyuz_T-7	DEPARTS	LEO
1982-12-10T00:00:00.000	Soyuz_T-7	ARRIVES	Earth
1983-04-04T00:00:00.000	Space_Shuttle_Challenger	SUPPORTS	STS-6
1983-04-04T00:00:00.000	Paul_J._Weitz	JOINS	STS-6
1983-04-04T00:00:00.000	Karol_J._Bobko	JOINS	STS-6
1983-04-04T00:00:00.000	F._Story_Musgrave	JOINS	STS-6
1983-04-04T00:00:00.000	Donald_H._Peterson	JOINS	STS-6
1983-04-04T00:00:00.000	STS-6	DEPARTS	Earth
1983-04-04T00:00:00.000	STS-6	ARRIVES	LEO
1983-04-09T00:00:00.000	STS-6	DEPARTS	LEO
1983-04-09T00:00:00.000	STS-6	ARRIVES	Earth
1983-03-02T00:00:00.000	FGB-3	SUPPORTS	Kosmos_1443
1983-03-02T00:00:00.000	VA 0103/1	SUPPORTS	Kosmos_1443
1983-03-02T00:00:00.000	Kosmos_1443	DEPARTS	Earth
1983-03-02T00:00:00.000	Kosmos_1443	ARRIVES	LEO
1983-03-04T00:00:00.000	FGB-3	SUPPORTS	Salyut_7
1983-03-04T00:00:00.000	VA 0103/1	SUPPORTS	Salyut_7
1983-04-20T00:00:00.000	Soyuz_T-8_Spacecraft	SUPPORTS	Soyuz_T-8
1983-04-20T00:00:00.000	Vladimir_Titov	JOINS	Soyuz_T-8
1983-04-20T00:00:00.000	Gennadi_Strekalov	JOINS	Soyuz_T-8
1983-04-20T00:00:00.000	Aleksandr_Serebrov	JOINS	Soyuz_T-8
1983-04-20T00:00:00.000	Soyuz_T-8	DEPARTS	Earth
1983-04-20T00:00:00.000	Soyuz_T-8	ARRIVES	LEO
1983-04-22T00:00:00.000	Soyuz_T-8	DEPARTS	LEO
1983-04-22T00:00:00.000	Soyuz_T-8	ARRIVES	Earth
1983-06-18T00:00:00.000	Space_Shuttle_Challenger	SUPPORTS	STS-7
1983-06-18T00:00:00.000	Sally_K._Ride	JOINS	STS-7
1983-06-18T00:00:00.000	Robert_L._Crippen	JOINS	STS-7
1983-06-18T00:00:00.000	Norman_E._Thagard	JOINS	STS-7
1983-06-18T00:00:00.000	John_M._Fabian	JOINS	STS-7
1983-06-18T00:00:00.000	Frederick_H._Hauck	JOINS	STS-7
